Land;Bundesland;PLZ;Ort
Österreich;Oberösterreich;4893;Zell am Moos
Österreich;Oberösterreich;4894;Oberhofen am Irrsee
Österreich;Oberösterreich;4901;Ottnang
Österreich;Oberösterreich;4902;Wolfsegg am Hausruck
Österreich;Oberösterreich;4903;Manning
Österreich;Oberösterreich;4904;Atzbach
Österreich;Oberösterreich;4906;Eberschwang
Österreich;Oberösterreich;4910;Ried im Innkreis
Österreich;Oberösterreich;4911;Tumeltsham
Österreich;Oberösterreich;4912;Neuhofen im Innkreis
Österreich;Oberösterreich;4920;Schildorn
Österreich;Oberösterreich;4921;Hohenzell
Österreich;Oberösterreich;4922;Geiersberg
Österreich;Oberösterreich;4923;Lohnsburg
Österreich;Oberösterreich;4924;Waldzell
Österreich;Oberösterreich;4925;Pramet
Österreich;Oberösterreich;4926;St. Marienkirchen am Hausruck
Österreich;Oberösterreich;4931;Mettmach
Österreich;Oberösterreich;4932;Kirchheim im Innkreis
Österreich;Oberösterreich;4933;Wildenau
Österreich;Oberösterreich;4941;Mehrnbach
Österreich;Oberösterreich;4942;Gurten
Österreich;Oberösterreich;4943;Geinberg
Österreich;Oberösterreich;4950;Altheim
Österreich;Oberösterreich;4951;Polling im Innkreis
Österreich;Oberösterreich;4952;Weng im Innkreis
Österreich;Oberösterreich;4961;Mühlheim am Inn
Österreich;Oberösterreich;4962;Mining
Österreich;Oberösterreich;4963;St. Peter am Hart
Österreich;Oberösterreich;4970;Eitzing
Österreich;Oberösterreich;4971;Aurolzmünster
Österreich;Oberösterreich;4972;Utzenaich
Österreich;Oberösterreich;4973;St. Martin
Österreich;Oberösterreich;4974;Ort im Innkreis
Österreich;Oberösterreich;4975;Suben
Österreich;Oberösterreich;4980;Antiesenhofen
Österreich;Oberösterreich;4981;Reichersberg
Österreich;Oberösterreich;4982;Obernberg am Inn
Österreich;Oberösterreich;4983;St. Georgen bei Obernberg am Inn
Österreich;Oberösterreich;4984;Weilbach
Österreich;Salzburg;5020;Salzburg
Österreich;Salzburg;5023;Salzburg-Gnigl
Österreich;Salzburg;5026;Salzburg-Aigen
Österreich;Salzburg;5061;Elsbethen-Glasenbach
Österreich;Salzburg;5071;Wals
Österreich;Salzburg;5081;Anif
Österreich;Salzburg;5082;Grödig
Österreich;Salzburg;5083;Gartenau-St. Leonhard
Österreich;Salzburg;5084;Großgmain
Österreich;Salzburg;5090;Lofer
Österreich;Salzburg;5091;Unken
Österreich;Salzburg;5092;St. Martin bei Lofer
Österreich;Salzburg;5093;Weißbach bei Lofer
Österreich;Salzburg;5101;Bergheim
Österreich;Salzburg;5102;Anthering
Österreich;Salzburg;5110;Oberndorf bei Salzburg
Österreich;Salzburg;5111;Bürmoos
Österreich;Salzburg;5112;Lamprechtshausen
Österreich;Salzburg;5113;St. Georgen bei Salzburg
Österreich;Salzburg;5114;Göming
Österreich;Oberösterreich;5120;St. Pantaleon
Österreich;Oberösterreich;5121;Ostermiething
Österreich;Oberösterreich;5122;Ach
Österreich;Oberösterreich;5123;Überackern
Österreich;Oberösterreich;5124;Haigermoos
Österreich;Oberösterreich;5131;Franking
Österreich;Oberösterreich;5132;Geretsberg
Österreich;Oberösterreich;5133;Gilgenberg am Weilhart
Österreich;Oberösterreich;5134;Schwand im Innkreis
Österreich;Oberösterreich;5141;Moosdorf
Österreich;Oberösterreich;5142;Eggelsberg
Österreich;Oberösterreich;5143;Feldkirchen bei Mattighofen
Österreich;Oberösterreich;5144;Handenberg
Österreich;Oberösterreich;5145;Neukirchen an der Enknach
Österreich;Salzburg;5151;Nußdorf am Haunsberg
Österreich;Salzburg;5152;Michaelbeuern
Österreich;Salzburg;5161;Elixhausen
Österreich;Salzburg;5162;Obertrum am See
Österreich;Salzburg;5163;Mattsee
Österreich;Salzburg;5164;Seeham
Österreich;Salzburg;5165;Berndorf bei Salzburg
Österreich;Oberösterreich;5166;Perwang am Grabensee
Österreich;Salzburg;5201;Seekirchen
Österreich;Salzburg;5202;Neumarkt am Wallersee
Österreich;Salzburg;5203;Köstendorf
Österreich;Salzburg;5204;Straßwalchen
Österreich;Salzburg;5205;Schleedorf
Österreich;Oberösterreich;5211;Friedburg
Österreich;Oberösterreich;5212;Schneegattern
Österreich;Oberösterreich;5221;Lochen am See
Österreich;Oberösterreich;5222;Munderfing
Österreich;Oberösterreich;5223;Pfaffstätt
Österreich;Oberösterreich;5224;Auerbach
Österreich;Oberösterreich;5225;Jeging
Österreich;Oberösterreich;5230;Mattighofen
Österreich;Oberösterreich;5231;Schalchen
Österreich;Oberösterreich;5232;Kirchberg bei Mattighofen
Österreich;Oberösterreich;5233;Pischelsdorf am Engelbach
Österreich;Oberösterreich;5241;Maria Schmolln
Österreich;Oberösterreich;5242;St. Johann am Walde
Österreich;Oberösterreich;5251;Höhnhart
Österreich;Oberösterreich;5252;Aspach
Österreich;Oberösterreich;5261;Uttendorf
Österreich;Oberösterreich;5270;Mauerkirchen
Österreich;Oberösterreich;5271;Moosbach
Österreich;Oberösterreich;5272;Treubach
Österreich;Oberösterreich;5273;Roßbach
Österreich;Oberösterreich;5274;Burgkirchen
Österreich;Oberösterreich;5280;Braunau am Inn
Österreich;Oberösterreich;5282;Braunau
Österreich;Salzburg;5300;Hallwang
Österreich;Salzburg;5301;Eugendorf
Österreich;Salzburg;5302;Henndorf am Wallersee
Österreich;Salzburg;5303;Thalgau
Österreich;Oberösterreich;5310;Mondsee
Österreich;Oberösterreich;5311;Loibichl
Österreich;Salzburg;5321;Koppl
Österreich;Salzburg;5322;Hof bei Salzburg
Österreich;Salzburg;5323;Ebenau
Österreich;Salzburg;5324;Faistenau
Österreich;Salzburg;5325;Plainfeld
Österreich;Salzburg;5330;Fuschl am See
Österreich;Salzburg;5340;St. Gilgen
Österreich;Salzburg;5342;Abersee
Österreich;Salzburg;5350;Strobl
Österreich;Oberösterreich;5360;St. Wolfgang im Salzkammergut
Österreich;Salzburg;5400;Hallein
Österreich;Salzburg;5411;Oberalm
Österreich;Salzburg;5412;Puch bei Hallein
Österreich;Salzburg;5421;Adnet
Österreich;Salzburg;5422;Heilbad Dürrnberg
Österreich;Salzburg;5423;St. Koloman
Österreich;Salzburg;5424;Bad Vigaun
Österreich;Salzburg;5425;Krispl
Österreich;Salzburg;5431;Kuchl
Österreich;Salzburg;5440;Golling an der Salzach
Österreich;Salzburg;5441;Abtenau
Österreich;Salzburg;5442;Rußbach am Paß Gschütt
Österreich;Salzburg;5450;Werfen
Österreich;Salzburg;5451;Tenneck
Österreich;Salzburg;5452;Pfarrwerfen
Österreich;Salzburg;5453;Werfenweng
Österreich;Salzburg;5500;Bischofshofen
Österreich;Salzburg;5505;Mühlbach am Hochkönig
Österreich;Salzburg;5511;Hüttau
Österreich;Salzburg;5521;Niedernfritz
Österreich;Salzburg;5522;St. Martin am Tennengebirge
Österreich;Salzburg;5523;Lungötz
Österreich;Salzburg;5524;Annaberg
Österreich;Salzburg;5531;Eben im Pongau
Österreich;Salzburg;5532;Filzmoos
Österreich;Salzburg;5541;Altenmarkt im Pongau
Österreich;Salzburg;5542;Flachau
Österreich;Salzburg;5550;Radstadt
Österreich;Salzburg;5552;Forstau
Österreich;Salzburg;5561;Untertauern
Österreich;Salzburg;5562;Obertauern
Österreich;Salzburg;5563;Tweng
Österreich;Salzburg;5570;Mauterndorf
Österreich;Salzburg;5571;Mariapfarr
Österreich;Salzburg;5572;St. Andrä im Lungau
Österreich;Salzburg;5573;Weißpriach
Österreich;Salzburg;5574;Göriach
Österreich;Salzburg;5575;Lessach
Österreich;Salzburg;5580;Tamsweg
Österreich;Salzburg;5581;St. Margarethen im Lungau
Österreich;Salzburg;5582;St. Michael im Lungau
Österreich;Salzburg;5583;Muhr
Österreich;Salzburg;5584;Zederhaus
Österreich;Salzburg;5585;Unternberg
Österreich;Salzburg;5591;Ramingstein
Österreich;Salzburg;5592;Thomatal
Österreich;Salzburg;5600;St. Johann im Pongau
Österreich;Salzburg;5602;Wagrain
Österreich;Salzburg;5603;Kleinarl
Österreich;Salzburg;5611;Großarl
Österreich;Salzburg;5612;Hüttschlag
Österreich;Salzburg;5620;Schwarzach im Pongau
Österreich;Salzburg;5621;St. Veit im Pongau
Österreich;Salzburg;5622;Goldegg
Österreich;Salzburg;5630;Bad Hofgastein
Österreich;Salzburg;5632;Dorfgastein
Österreich;Salzburg;5640;Bad Gastein
Österreich;Salzburg;5645;Böckstein
Österreich;Salzburg;5651;Lend
Österreich;Salzburg;5652;Dienten am Hochkönig
Österreich;Salzburg;5660;Taxenbach
Österreich;Salzburg;5661;Rauris
Österreich;Salzburg;5662;Gries
Österreich;Salzburg;5671;Bruck an der Großglocknerstraße
Österreich;Salzburg;5672;Fusch an der Glocknerstraße
Österreich;Salzburg;5700;Zell am See
Österreich;Salzburg;5710;Kaprun
Österreich;Salzburg;5721;Piesendorf
Österreich;Salzburg;5722;Niedernsill
Österreich;Salzburg;5723;Uttendorf
Österreich;Salzburg;5724;Stuhlfelden
Österreich;Salzburg;5730;Mittersill
Österreich;Salzburg;5731;Hollersbach im Pinzgau
Österreich;Salzburg;5732;Mühlbach
Österreich;Salzburg;5733;Bramberg am Wildkogel
Österreich;Salzburg;5741;Neukirchen am Großvenediger
Österreich;Salzburg;5742;Wald im Pinzgau
Österreich;Salzburg;5743;Krimml
Österreich;Salzburg;5751;Maishofen
Österreich;Salzburg;5752;Viehhofen
Österreich;Salzburg;5753;Saalbach
Österreich;Salzburg;5754;Hinterglemm
Österreich;Salzburg;5760;Saalfelden am Steinernen Meer
Österreich;Salzburg;5761;Maria Alm am Steinernen Meer
Österreich;Salzburg;5771;Leogang
Österreich;Tirol;6020;Innsbruck
Österreich;Tirol;6060;Hall in Tirol
Österreich;Tirol;6063;Rum
Österreich;Tirol;6065;Thaur
Österreich;Tirol;6067;Absam
Österreich;Tirol;6068;Mils
Österreich;Tirol;6069;Gnadenwald
Österreich;Tirol;6070;Ampass
Österreich;Tirol;6071;Aldrans
Österreich;Tirol;6072;Lans
Österreich;Tirol;6073;Sistrans
Österreich;Tirol;6074;Rinn
Österreich;Tirol;6075;Tulfes
Österreich;Tirol;6080;Innsbruck-Igls
Österreich;Tirol;6082;Patsch
Österreich;Tirol;6083;Ellbögen
Österreich;Tirol;6091;Götzens
Österreich;Tirol;6092;Birgitz
Österreich;Tirol;6094;Axams
Österreich;Tirol;6095;Grinzens
Österreich;Tirol;6100;Seefeld in Tirol
Österreich;Tirol;6103;Reith bei Seefeld
Österreich;Tirol;6105;Leutasch
Österreich;Tirol;6108;Scharnitz
Österreich;Tirol;6111;Volders
Österreich;Tirol;6112;Wattens
Österreich;Tirol;6113;Wattenberg
Österreich;Tirol;6114;Kolsass
Österreich;Tirol;6115;Kolsassberg
Österreich;Tirol;6116;Weer
Österreich;Tirol;6121;Baumkirchen
Österreich;Tirol;6122;Fritzens
Österreich;Tirol;6123;Terfens
Österreich;Tirol;6130;Schwaz
Österreich;Tirol;6133;Weerberg
Österreich;Tirol;6134;Vomp
Österreich;Tirol;6135;Stans
Österreich;Tirol;6136;Pill
Österreich;Tirol;6141;Schönberg im Stubaital
Österreich;Tirol;6142;Mieders
Österreich;Tirol;6143;Matrei am Brenner
Österreich;Tirol;6145;Navis
Österreich;Tirol;6150;Steinach am Brenner
Österreich;Tirol;6152;Trins
Österreich;Tirol;6154;St. Jodok am Brenner
Österreich;Tirol;6156;Gries am Brenner
Österreich;Tirol;6157;Obernberg am Brenner
Österreich;Tirol;6161;Natters
Österreich;Tirol;6162;Mutters
Österreich;Tirol;6165;Telfes im Stubai
Österreich;Tirol;6166;Fulpmes
Österreich;Tirol;6167;Neustift im Stubaital
Österreich;Tirol;6170;Zirl
Österreich;Tirol;6173;Oberperfuss
Österreich;Tirol;6175;Kematen in Tirol
Österreich;Tirol;6176;Völs
Österreich;Tirol;6178;Unterperfuss
Österreich;Tirol;6179;Ranggen
Österreich;Tirol;6181;Sellrain
Österreich;Tirol;6182;Gries im Sellrain
Österreich;Tirol;6183;Kühtai
Österreich;Tirol;6184;St. Sigmund
Österreich;Tirol;6200;Jenbach
Österreich;Tirol;6210;Wiesing
Österreich;Tirol;6212;Maurach
Österreich;Tirol;6213;Pertisau
Österreich;Tirol;6215;Achenkirch
Österreich;Tirol;6220;Buch in Tirol
Österreich;Tirol;6222;Gallzein
Österreich;Tirol;6230;Brixlegg
Österreich;Tirol;6232;Münster
Österreich;Tirol;6233;Kramsach
Österreich;Tirol;6234;Brandenberg
Österreich;Tirol;6235;Reith im Alpbachtal
Österreich;Tirol;6236;Alpbach
Österreich;Tirol;6240;Rattenberg
Österreich;Tirol;6241;Radfeld
Österreich;Tirol;6250;Kundl
Österreich;Tirol;6252;Breitenbach am Inn
Österreich;Tirol;6260;Bruck am Ziller
Österreich;Tirol;6261;Strass im Zillertal
Österreich;Tirol;6262;Schlitters
Österreich;Tirol;6263;Fügen
Österreich;Tirol;6264;Fügenberg
Österreich;Tirol;6265;Hart im Zillertal
Österreich;Tirol;6271;Uderns
Österreich;Tirol;6272;Kaltenbach
Österreich;Tirol;6273;Ried im Zillertal
Österreich;Tirol;6274;Aschau
Österreich;Tirol;6275;Stumm
Österreich;Tirol;6276;Stummerberg
Österreich;Tirol;6277;Zellberg
Österreich;Tirol;6278;Hainzenberg
Österreich;Tirol;6280;Zell am Ziller
Österreich;Tirol;6281;Gerlos
Österreich;Tirol;6283;Hippach
Österreich;Tirol;6284;Ramsau im Zillertal
Österreich;Tirol;6290;Mayrhofen
Österreich;Tirol;6292;Finkenberg
Österreich;Tirol;6293;Tux
Österreich;Tirol;6294;Hintertux
Österreich;Tirol;6295;Ginzling
Österreich;Tirol;6300;Wörgl
Österreich;Tirol;6305;Itter
Österreich;Tirol;6306;Söll
Österreich;Tirol;6311;Wildschönau-Oberau
Österreich;Tirol;6313;Wildschönau-Auffach
Österreich;Tirol;6314;Wildschönau-Niederau
Österreich;Tirol;6320;Angerberg
Österreich;Tirol;6321;Angath
Österreich;Tirol;6322;Kirchbichl
Österreich;Tirol;6323;Bad Häring
Österreich;Tirol;6324;Mariastein
Österreich;Tirol;6330;Kufstein
Österreich;Tirol;6334;Schwoich
Österreich;Tirol;6335;Thiersee
Österreich;Tirol;6336;Langkampfen
Österreich;Tirol;6341;Ebbs
Österreich;Tirol;6342;Niederndorf
Österreich;Tirol;6343;Erl
Österreich;Tirol;6344;Walchsee
Österreich;Tirol;6345;Kössen
Österreich;Tirol;6346;Niederndorferberg
Österreich;Tirol;6347;Rettenschöss
Österreich;Tirol;6351;Scheffau am Wilden Kaiser
Österreich;Tirol;6352;Ellmau
Österreich;Tirol;6353;Going am Wilden Kaiser
Österreich;Tirol;6361;Hopfgarten
Österreich;Tirol;6363;Westendorf
Österreich;Tirol;6364;Brixen im Thale
Österreich;Tirol;6365;Kirchberg in Tirol
Österreich;Tirol;6370;Kitzbühel
Österreich;Tirol;6371;Aurach
Österreich;Tirol;6372;Oberndorf in Tirol
Österreich;Tirol;6373;Jochberg
Österreich;Tirol;6380;St. Johann in Tirol
Österreich;Tirol;6382;Kirchdorf in Tirol
Österreich;Tirol;6383;Erpfendorf
Österreich;Tirol;6384;Waidring
Österreich;Tirol;6385;Schwendt
Österreich;Tirol;6391;Fieberbrunn
Österreich;Tirol;6392;St. Jakob in Haus
Österreich;Tirol;6393;St. Ulrich am Pillersee
Österreich;Tirol;6395;Hochfilzen
Österreich;Tirol;6401;Inzing
Österreich;Tirol;6402;Hatting
Österreich;Tirol;6403;Flaurling
Österreich;Tirol;6404;Polling
Österreich;Tirol;6405;Pfaffenhofen
Österreich;Tirol;6406;Oberhofen im Inntal
Österreich;Tirol;6408;Pettnau
Österreich;Tirol;6410;Telfs
Österreich;Tirol;6413;Wildermieming
Österreich;Tirol;6414;Mieming
Österreich;Tirol;6416;Obsteig
Österreich;Tirol;6421;Rietz
Österreich;Tirol;6422;Stams
Österreich;Tirol;6423;Mötz
Österreich;Tirol;6424;Silz
Österreich;Tirol;6425;Haiming
Österreich;Tirol;6426;Roppen
Österreich;Tirol;6430;Ötztal Bahnhof
Österreich;Tirol;6432;Sautens
Österreich;Tirol;6433;Oetz
Österreich;Tirol;6441;Umhausen
Österreich;Tirol;6444;Längenfeld
Österreich;Tirol;6450;Sölden
Österreich;Tirol;6452;Hochsölden
Österreich;Tirol;6456;Obergurgl
Österreich;Tirol;6458;Vent
Österreich;Tirol;6460;Imst
Österreich;Tirol;6462;Karres
Österreich;Tirol;6463;Karrösten
Österreich;Tirol;6464;Tarrenz
Österreich;Tirol;6465;Nassereith
Österreich;Tirol;6471;Arzl im Pitztal
Österreich;Tirol;6473;Wenns
Österreich;Tirol;6474;Jerzens
Österreich;Tirol;6481;St. Leonhard im Pitztal
Österreich;Tirol;6491;Schönwies
Österreich;Tirol;6492;Imsterberg
Österreich;Tirol;6493;Mils
Österreich;Tirol;6500;Landeck
Österreich;Tirol;6511;Zams
Österreich;Tirol;6521;Fließ
Österreich;Tirol;6522;Prutz
Österreich;Tirol;6524;Feichten im Kaunertal
Österreich;Tirol;6525;Faggen
Österreich;Tirol;6526;Kauns
Österreich;Tirol;6527;Kaunerberg
Österreich;Tirol;6528;Fendels
Österreich;Tirol;6531;Ried im Oberinntal
Österreich;Tirol;6532;Ladis
Österreich;Tirol;6533;Fiss
Österreich;Tirol;6534;Serfaus
Österreich;Tirol;6541;Tösens
Österreich;Tirol;6542;Pfunds
Österreich;Tirol;6543;Nauders
Österreich;Tirol;6544;Spiss
Österreich;Tirol;6551;Pians
Österreich;Tirol;6552;Tobadill
Österreich;Tirol;6553;See
Österreich;Tirol;6555;Kappl
Österreich;Tirol;6561;Ischgl
Österreich;Tirol;6562;Mathon
Österreich;Tirol;6563;Galtür
Österreich;Tirol;6571;Strengen
Österreich;Tirol;6572;Flirsch
Österreich;Tirol;6574;Pettneu am Arlberg
Österreich;Tirol;6580;St. Anton am Arlberg
Österreich;Tirol;6591;Grins
Österreich;Tirol;6600;Reutte
Österreich;Tirol;6604;Höfen
Österreich;Tirol;6610;Wängle
Österreich;Tirol;6611;Heiterwang
Österreich;Tirol;6621;Bichlbach
Österreich;Tirol;6622;Berwang
Österreich;Tirol;6623;Namlos
Österreich;Tirol;6631;Lermoos
Österreich;Tirol;6632;Ehrwald
Österreich;Tirol;6633;Biberwier
Österreich;Tirol;6642;Stanzach
Österreich;Tirol;6644;Elmen
Österreich;Tirol;6645;Vorderhornbach
Österreich;Tirol;6646;Hinterhornbach
Österreich;Tirol;6647;Pfafflar
Österreich;Tirol;6650;Gramais
Österreich;Tirol;6651;Häselgehr
Österreich;Tirol;6652;Elbigenalp
Österreich;Tirol;6653;Bach
Österreich;Tirol;6654;Holzgau
Österreich;Tirol;6655;Steeg
Österreich;Tirol;6670;Forchach
Österreich;Tirol;6671;Weißenbach am Lech
Österreich;Tirol;6672;Nesselwängle
Österreich;Tirol;6673;Grän
Österreich;Tirol;6675;Tannheim
Österreich;Tirol;6677;Schattwald
Österreich;Tirol;6682;Vils
Österreich;Tirol;6691;Jungholz
Österreich;Vorarlberg;6700;Bludenz
Österreich;Vorarlberg;6706;Bürs
Österreich;Vorarlberg;6707;Bürserberg
Österreich;Vorarlberg;6708;Brand
Österreich;Vorarlberg;6710;Nenzing
Österreich;Vorarlberg;6712;Thüringen
Österreich;Vorarlberg;6713;Ludesch
Österreich;Vorarlberg;6714;Nüziders
Österreich;Vorarlberg;6719;Bludesch
Österreich;Vorarlberg;6721;Thüringerberg
Österreich;Vorarlberg;6722;St. Gerold
Österreich;Vorarlberg;6723;Blons
Österreich;Vorarlberg;6731;Sonntag
Österreich;Vorarlberg;6733;Fontanella
Österreich;Vorarlberg;6741;Raggal
Österreich;Vorarlberg;6751;Braz
Österreich;Vorarlberg;6752;Dalaas
Österreich;Vorarlberg;6754;Klösterle
Österreich;Vorarlberg;6762;Stuben
Österreich;Vorarlberg;6763;Zürs
Österreich;Vorarlberg;6764;Lech
Österreich;Vorarlberg;6767;Warth
Österreich;Vorarlberg;6771;St. Anton im Montafon
Österreich;Vorarlberg;6773;Vandans
Österreich;Vorarlberg;6774;Tschagguns
Österreich;Vorarlberg;6780;Schruns
Österreich;Vorarlberg;6781;Bartholomäberg
Österreich;Vorarlberg;6782;Silbertal
Österreich;Vorarlberg;6787;Gargellen
Österreich;Vorarlberg;6791;St. Gallenkirch
Österreich;Vorarlberg;6793;Gaschurn
Österreich;Vorarlberg;6794;Partenen
Österreich;Vorarlberg;6800;Feldkirch
Österreich;Vorarlberg;6811;Göfis
Österreich;Vorarlberg;6812;Meiningen
Österreich;Vorarlberg;6820;Frastanz
Österreich;Vorarlberg;6822;Satteins
Österreich;Vorarlberg;6824;Schlins
Österreich;Vorarlberg;6830;Rankweil
Österreich;Vorarlberg;6832;Sulz-Röthis
Österreich;Vorarlberg;6833;Klaus-Weiler
Österreich;Vorarlberg;6834;Übersaxen
Österreich;Vorarlberg;6835;Zwischenwasser
Österreich;Vorarlberg;6836;Viktorsberg
Österreich;Vorarlberg;6837;Weiler
Österreich;Vorarlberg;6840;Götzis
Österreich;Vorarlberg;6841;Mäder
Österreich;Vorarlberg;6842;Koblach
Österreich;Vorarlberg;6844;Altach
Österreich;Vorarlberg;6845;Hohenems
Österreich;Vorarlberg;6850;Dornbirn
Österreich;Vorarlberg;6858;Schwarzach
Österreich;Vorarlberg;6861;Alberschwende
Österreich;Vorarlberg;6863;Egg
Österreich;Vorarlberg;6866;Andelsbuch
Österreich;Vorarlberg;6867;Schwarzenberg
Österreich;Vorarlberg;6870;Bezau
Österreich;Vorarlberg;6874;Bizau
Österreich;Vorarlberg;6881;Mellau
Österreich;Vorarlberg;6882;Schnepfau
Österreich;Vorarlberg;6883;Au
Österreich;Vorarlberg;6884;Damüls
Österreich;Vorarlberg;6886;Schoppernau
Österreich;Vorarlberg;6888;Schröcken
Österreich;Vorarlberg;6890;Lustenau
Österreich;Vorarlberg;6900;Bregenz
Österreich;Vorarlberg;6911;Lochau
Österreich;Vorarlberg;6912;Hörbranz
Österreich;Vorarlberg;6914;Hohenweiler
Österreich;Vorarlberg;6921;Kennelbach
Österreich;Vorarlberg;6922;Wolfurt
Österreich;Vorarlberg;6923;Lauterach
Österreich;Vorarlberg;6932;Langen bei Bregenz
Österreich;Vorarlberg;6933;Doren
Österreich;Vorarlberg;6934;Sulzberg
Österreich;Vorarlberg;6941;Langenegg
Österreich;Vorarlberg;6942;Krumbach
Österreich;Vorarlberg;6943;Riefensberg
Österreich;Vorarlberg;6951;Lingenau
Österreich;Vorarlberg;6952;Hittisau
Österreich;Vorarlberg;6960;Wolfurt-Bahnhof
Österreich;Vorarlberg;6971;Hard
Österreich;Vorarlberg;6972;Fußach
Österreich;Vorarlberg;6973;Höchst
Österreich;Vorarlberg;6974;Gaißau
Österreich;Vorarlberg;6991;Riezlern
Österreich;Vorarlberg;6992;Hirschegg
Österreich;Vorarlberg;6993;Mittelberg
Österreich;Burgenland;7000;Eisenstadt
Österreich;Burgenland;7011;Siegendorf
Österreich;Burgenland;7012;Zagersdorf
Österreich;Burgenland;7013;Klingenbach
Österreich;Burgenland;7020;Loipersbach im Burgenland
Österreich;Burgenland;7021;Draßburg
Österreich;Burgenland;7022;Schattendorf
Österreich;Burgenland;7023;Zemendorf
Österreich;Burgenland;7024;Hirm
Österreich;Burgenland;7025;Pöttelsdorf
Österreich;Burgenland;7031;Krensdorf
Österreich;Burgenland;7032;Sigleß
Österreich;Burgenland;7033;Pöttsching
Österreich;Burgenland;7034;Zillingtal
Österreich;Burgenland;7035;Steinbrunn
Österreich;Burgenland;7041;Wulkaprodersdorf
Österreich;Burgenland;7042;Antau
Österreich;Burgenland;7051;Großhöflein
Österreich;Burgenland;7052;Müllendorf
Österreich;Burgenland;7053;Hornstein
Österreich;Burgenland;7061;Trausdorf an der Wulka
Österreich;Burgenland;7062;St. Margarethen im Burgenland
Österreich;Burgenland;7063;Oggau
Österreich;Burgenland;7064;Oslip
Österreich;Burgenland;7071;Rust
Österreich;Burgenland;7072;Mörbisch am See
Österreich;Burgenland;7081;Schützen am Gebirge
Österreich;Burgenland;7082;Donnerskirchen
Österreich;Burgenland;7083;Purbach am Neusiedler See
Österreich;Burgenland;7091;Breitenbrunn am Neusiedler See
Österreich;Burgenland;7092;Winden am See
Österreich;Burgenland;7093;Jois
Österreich;Burgenland;7100;Neusiedl am See
Österreich;Burgenland;7111;Parndorf
Österreich;Burgenland;7121;Weiden am See
Österreich;Burgenland;7122;Gols
Österreich;Burgenland;7123;Mönchhof
Österreich;Burgenland;7131;Halbturn
Österreich;Burgenland;7132;Frauenkirchen
Österreich;Burgenland;7141;Podersdorf am See
Österreich;Burgenland;7142;Illmitz
Österreich;Burgenland;7143;Apetlon
Österreich;Burgenland;7151;Wallern im Burgenland
Österreich;Burgenland;7152;Pamhagen
Österreich;Burgenland;7161;St. Andrä am Zicksee
Österreich;Burgenland;7162;Tadten
Österreich;Burgenland;7163;Andau
Österreich;Burgenland;7201;Neudörfl
Österreich;Burgenland;7202;Bad Sauerbrunn
Österreich;Burgenland;7203;Wiesen
Österreich;Burgenland;7210;Mattersburg
Österreich;Burgenland;7212;Forchtenstein
Österreich;Burgenland;7221;Marz
Österreich;Burgenland;7222;Rohrbach bei Mattersburg
Österreich;Burgenland;7223;Sieggraben
Österreich;Burgenland;7301;Deutschkreutz
Österreich;Burgenland;7302;Nikitsch
Österreich;Burgenland;7304;Großwarasdorf
Österreich;Burgenland;7311;Neckenmarkt
Österreich;Burgenland;7312;Horitschon
Österreich;Burgenland;7321;Lackendorf
Österreich;Burgenland;7322;Lackenbach
Österreich;Burgenland;7323;Ritzing
Österreich;Burgenland;7331;Weppersdorf
Österreich;Burgenland;7332;Kobersdorf
Österreich;Burgenland;7341;Markt St. Martin
Österreich;Burgenland;7342;Kaisersdorf
Österreich;Burgenland;7343;Neutal
Österreich;Burgenland;7344;Stoob
Österreich;Burgenland;7350;Oberpullendorf
Österreich;Burgenland;7361;Lutzmannsburg
Österreich;Burgenland;7371;Unterrabnitz
Österreich;Burgenland;7372;Draßmarkt
Österreich;Burgenland;7373;Piringsdorf
Österreich;Burgenland;7374;Weingraben
Österreich;Burgenland;7400;Oberwart
Österreich;Burgenland;7410;Loipersdorf-Kitzladen
Österreich;Burgenland;7411;Markt Allhau
Österreich;Burgenland;7412;Wolfau
Österreich;Burgenland;7420;Neustift an der Lafnitz
Österreich;Steiermark;7421;Tauchen-Schaueregg
Österreich;Burgenland;7422;Riedlingsdorf
Österreich;Burgenland;7423;Pinkafeld
Österreich;Burgenland;7425;Wiesfleck
Österreich;Burgenland;7431;Bad Tatzmannsdorf
Österreich;Burgenland;7432;Oberschützen
Österreich;Burgenland;7433;Mariasdorf
Österreich;Burgenland;7434;Bernstein
Österreich;Burgenland;7435;Unterkohlstätten
Österreich;Burgenland;7441;Pilgersdorf
Österreich;Burgenland;7442;Lockenhaus
Österreich;Burgenland;7443;Rattersdorf-Liebing
Österreich;Burgenland;7444;Mannersdorf an der Rabnitz
Österreich;Burgenland;7451;Oberloisdorf
Österreich;Burgenland;7452;Unterpullendorf
Österreich;Burgenland;7453;Steinberg-Dörfl
Österreich;Burgenland;7461;Stadtschlaining
Österreich;Burgenland;7463;Weiden bei Rechnitz
Österreich;Burgenland;7464;Markt Neuhodis
Österreich;Burgenland;7471;Rechnitz
Österreich;Burgenland;7472;Schachendorf
Österreich;Burgenland;7473;Hannersdorf
Österreich;Burgenland;7474;Deutsch Schützen
Österreich;Burgenland;7501;Rotenturm an der Pinka
Österreich;Burgenland;7502;Unterwart
Österreich;Burgenland;7503;Großpetersdorf
Österreich;Burgenland;7511;Mischendorf
Österreich;Burgenland;7512;Kohfidisch
Österreich;Burgenland;7521;Eberau
